"lat" "lng" "group" "note"
45.6065300325863 14.2406791380882 "primorsko" "wnewyk"
45.8434175494325 14.0191144678123 "primorsko" "svlmoa"
45.5794375558912 14.3724524506923 "primorsko" "ktiwyq"
45.662161755347 14.4347574647435 "primorsko" "muxwqt"
45.7182260741503 14.1193978580763 "primorsko" "gnborz"
45.673369163184 14.18267188504 "primorsko" "euixdw"
45.7049544978035 14.1877339318337 "primorsko" "zadoms"
45.552776771567 14.4617375963991 "primorsko" "awggoo"
45.6243518089547 14.3421709375424 "primorsko" "bsrbux"
45.7284740514063 14.3693387966181 "primorsko" "znhuzn"
45.8309901371918 14.3827761368545 "primorsko" "vhpozd"
45.6796330830303 14.4811168607395 "primorsko" "ixmngi"
45.7763498771292 13.9135511570426 "primorsko" "zdelab"
45.6570482400735 14.1774245687161 "primorsko" "odiknl"
45.7425324864388 14.506389989588 "primorsko" "znixjk"
45.589881521081 14.3665897959031 "primorsko" "ukhsaf"
45.8535019462802 14.1861518934456 "primorsko" "lqrlyc"
45.7316998847433 14.5791107794487 "primorsko" "euckwv"
45.6827575432682 14.3485319536506 "primorsko" "meykwi"
45.6559050361661 14.3285058908659 "primorsko" "bcngkt"
45.6700646673379 14.4325598185079 "primorsko" "jhjvrd"
45.803739173886 14.278646272859 "primorsko" "hmhkdx"
45.5951227827421 14.4946357440296 "primorsko" "jfxgxx"
45.7475654351176 14.1160267512024 "primorsko" "jvgpqt"
45.7728790579209 14.4117280758249 "primorsko" "itevej"
45.76334682754 14.1604531512691 "primorsko" "tqnovc"
45.6082781652539 14.1671589326763 "primorsko" "pwcefc"
45.7653077660067 14.4644108680602 "primorsko" "siriod"
45.6368218004749 14.3555373128816 "primorsko" "xcpveh"
45.7366329077158 14.2101101893997 "primorsko" "bwbzch"
45.5508811613229 14.1102495527489 "primorsko" "mcyoki"
45.6398110604994 14.2288646301842 "primorsko" "olxwpm"
45.5882314246343 14.1776798650556 "primorsko" "axrswy"
45.7509120815961 14.4464692943701 "primorsko" "ctldzx"
45.6199770694155 14.1413596643497 "primorsko" "vdvczf"
45.6784757682467 14.3863521297769 "primorsko" "apyihc"
45.6960069633808 14.1883313929969 "primorsko" "lnntro"
45.6610126076885 14.1562869873804 "primorsko" "htwemh"
45.6189613599455 14.2119252783084 "primorsko" "lisptr"
45.6471580978497 14.3210717982396 "primorsko" "bdvuhg"
45.6809730575541 14.1442451261118 "primorsko" "yuclms"
45.7535432808843 14.3148168554807 "primorsko" "opzdaj"
45.8155764581666 14.4178789487886 "primorsko" "eynoln"
45.8422521659429 14.0066915052799 "primorsko" "eazpmu"
45.7326674266691 14.1598389894522 "primorsko" "tawuqq"
45.799454749566 14.1209600662393 "primorsko" "cffmsw"
45.6633005214648 14.3784275631542 "primorsko" "glcklr"
45.7475331804076 14.2115595338332 "primorsko" "pqakya"
45.7084355296893 14.1995790249722 "primorsko" "zntojs"
45.448898750486 14.1745020096885 "primorsko" "xujpac"
45.7419241031565 14.2439853146082 "primorsko" "cinkih"
45.7024998348874 14.2775177386396 "primorsko" "enaqft"
45.6118408201898 14.5480457338176 "primorsko" "masapz"
45.635293625896 13.8970759128512 "primorsko" "aenyaj"
45.7107487190841 14.2155306002735 "primorsko" "crqizc"
45.6507943925307 14.3247972979249 "primorsko" "uburju"
45.5613535904897 14.1645539592374 "primorsko" "kufubm"
45.6071633200388 14.2243313379375 "primorsko" "ctktct"
45.4980176396207 14.6869333181364 "primorsko" "quxoqq"
45.7391441127782 14.0562105822921 "primorsko" "rarmwr"
45.6764986472513 14.0143243902346 "primorsko" "cdindy"
45.7018095152731 14.2303897748111 "primorsko" "pkywlt"
45.6160045227001 14.2041281439941 "primorsko" "npwuyc"
45.550259726668 14.0681215364554 "primorsko" "lntkck"
45.5081756867395 14.5645654434092 "primorsko" "dmxbxu"
45.7357288150654 14.5437157811163 "primorsko" "upekgq"
45.6112286373969 14.2124026779141 "primorsko" "wydtmh"
45.7178302210993 14.7063410575601 "primorsko" "uctefn"
45.7716656200981 14.1013642596363 "primorsko" "hxkfny"
45.7249073749376 14.1501056539913 "primorsko" "lhlbqo"
45.6355944053795 14.5794207480195 "primorsko" "jfshlh"
45.763871327618 14.1082253035701 "primorsko" "rqwyrb"
45.6208280287219 14.0263471982111 "primorsko" "fjaqkr"
45.653086851394 14.2333825739822 "primorsko" "fkkdge"
45.6471850008329 13.9696666098698 "primorsko" "rvhjnk"
45.5728390619204 13.9347091220436 "primorsko" "gwqkko"
45.5628917986568 13.9677379763118 "primorsko" "qaxgke"
45.6152880642778 14.5790070279419 "primorsko" "ktsvsu"
45.6360514002953 14.478147833643 "primorsko" "ztbrja"
45.791138514842 14.1056436969818 "primorsko" "qapfkw"
45.5028248646532 14.0691461478306 "primorsko" "xwxnez"
45.8095660032317 13.9892343888881 "primorsko" "lbzlhk"
45.5980052628337 14.3847983114315 "primorsko" "kgymth"
45.6148011741137 14.2618823528021 "primorsko" "kpwjyf"
45.7630010582825 14.4590472294913 "primorsko" "eonsbx"
45.6736988372393 13.9948901088472 "primorsko" "rojotl"
45.6288972604173 14.0416178614223 "primorsko" "zeggyp"
45.7254035974018 14.3084439216408 "primorsko" "lahlll"
45.6018117489197 14.6687161739376 "primorsko" "ejvfni"
45.8026561557646 14.0869565057104 "primorsko" "asacbm"
45.7256027325726 14.425044541335 "primorsko" "ladpqg"
45.6350399454425 14.125029732439 "primorsko" "tutifw"
45.7491137491207 13.9908916357478 "primorsko" "gnmlff"
45.6508322215916 14.5907230439695 "primorsko" "vittfd"
45.726714066154 14.0561512833383 "primorsko" "aneamg"
45.7470869823114 14.2676900885848 "primorsko" "qedfzv"
45.8131709542008 14.1315647619278 "primorsko" "ldmwpq"
45.5651085381757 14.2184471457456 "primorsko" "oyufvn"
45.8005311820942 14.0429062106942 "primorsko" "szpxpa"
45.6074652032448 13.8158655750334 "primorsko" "gvltml"
45.4282466787819 14.1211036067466 "primorsko" "yzungu"
45.7845424120309 13.9679553534307 "primorsko" "sbwnnl"
45.7020871722607 14.0621660025736 "primorsko" "pssepo"
45.5966518169832 14.3152464615549 "primorsko" "gjvhsc"
45.6175199000426 14.2818121381186 "primorsko" "rodkeb"
45.6556861541089 14.2588374197116 "primorsko" "msjudq"
45.8604576857129 14.6582932561025 "primorsko" "mqvgqw"
45.7122555038824 13.9748977580999 "primorsko" "whibdc"
45.594328338535 14.4840563304258 "primorsko" "vgveei"
45.6220587977817 14.2198853900287 "primorsko" "xqdcto"
45.7092600761038 14.2837881082831 "primorsko" "pulkhx"
45.6985228626403 14.2491290477742 "primorsko" "xfmkam"
45.5476245122288 14.2348706256821 "primorsko" "rwycog"
45.7529589514159 14.2699072676606 "primorsko" "yfrcre"
45.8276942356446 14.1292268863214 "primorsko" "xydcfa"
45.6920950162355 14.2736225061924 "primorsko" "yabrwk"
45.6068813750905 14.4957248217039 "primorsko" "adugqy"
45.5300299261195 14.0337597217999 "primorsko" "qkvria"
45.8218874219133 14.4540487922654 "primorsko" "eyocyy"
45.3620990232317 14.1911596778962 "primorsko" "gmsgqj"
45.7217299941656 14.4420633930291 "primorsko" "tvnhey"
45.6450949487934 14.0318949109649 "primorsko" "oacgtu"
45.5151031898816 14.3311279961787 "primorsko" "snjppy"
45.5834722380765 13.9413378785173 "primorsko" "kgpmpw"
45.6641222714716 14.21318338624 "primorsko" "umolpk"
45.5853471700605 14.0384308795465 "primorsko" "nbhiey"
45.7212284093804 14.1427169922098 "primorsko" "fkunxn"
45.8382465807739 14.2826735018014 "primorsko" "rlnkos"
45.7501690217543 14.608183311914 "primorsko" "vcwxfq"
45.7224965665044 14.1498274950116 "primorsko" "burlcz"
45.7501269857121 14.2091832418415 "primorsko" "dtlmvp"
45.61514597749 14.6736679752812 "primorsko" "vauupt"
45.5292083014893 14.3341657268028 "primorsko" "lefbsn"
45.7098107680789 14.2364913690087 "primorsko" "tkzwlk"
45.831996130451 14.2728053304186 "primorsko" "oeroiq"
45.6354593011986 14.1609960317201 "primorsko" "qdsyqm"
45.6035239965329 14.1992080243177 "primorsko" "foiglt"
45.9236036865619 14.3223574599254 "primorsko" "uchwjd"
45.8832162176461 14.3070889954702 "primorsko" "nkhbtg"
45.7382274809277 14.5846982588493 "primorsko" "pegbuc"
45.7640449870703 14.3525346370932 "primorsko" "sgibvb"
45.7064923803934 14.3171524962015 "primorsko" "uhhiap"
45.7677000895599 14.6115605240528 "primorsko" "gipime"
45.7166846303369 14.3929664576577 "primorsko" "evqjdr"
45.7165626758459 14.1982001281195 "primorsko" "mprrkw"
45.6338502943302 14.1332285028746 "primorsko" "xnosgg"
45.6925985947984 14.1141167480294 "primorsko" "imvkbr"
45.6928025473135 14.7218855545998 "primorsko" "xkjuth"
45.6363229268544 14.1086423052777 "primorsko" "ihlnsi"
45.6350065673681 14.4385563001088 "primorsko" "unmtgm"
45.5189657075261 14.3033623538404 "primorsko" "sfvkcy"
45.646119291204 14.158643830346 "primorsko" "turysw"
45.7537897412515 13.8067256201015 "primorsko" "nxcnis"
45.6915478552713 14.5558754887714 "primorsko" "pfxoat"
45.6115271083137 14.6288665658636 "primorsko" "clmfyt"
45.6753434070164 14.3340664664374 "primorsko" "bnffgu"
45.7264393154806 14.7391070331496 "primorsko" "gdhqxp"
45.8576291087042 14.1230121790263 "primorsko" "dyeszu"
45.6277240629246 14.3540033172631 "primorsko" "fnsbmr"
45.7078807230639 14.0973191990923 "primorsko" "uwfnph"
45.771613038722 14.0380725772615 "primorsko" "mdxver"
45.7494376268432 14.1985559017342 "primorsko" "crikcz"
45.7625493404215 14.0061278227941 "primorsko" "jzfmkw"
45.7802370594347 14.0791338871486 "primorsko" "bvxrto"
45.7712491405956 14.0625365483686 "primorsko" "bkfdtd"
45.4451386463213 14.5685981184467 "primorsko" "zfxwsb"
45.8162160800226 14.2004373883312 "primorsko" "setvcn"
45.6828061547055 14.1642499676401 "primorsko" "ymadxj"
45.9318587537894 14.0797712486485 "primorsko" "pcdxlg"
45.6711477345005 13.9713900846718 "primorsko" "ckiqoa"
45.6919677753724 13.8187551766457 "primorsko" "husamz"
45.7078090643199 13.7328200925299 "primorsko" "cprbyl"
45.7956616672448 14.23252768728 "primorsko" "zxiumn"
45.6913852161589 14.0984418217669 "primorsko" "oeauje"
45.6643763943087 14.3117484905314 "primorsko" "vctzmz"
45.7307729981742 14.334840321925 "primorsko" "pohgou"
45.7864398715533 14.2056641077679 "primorsko" "gwkjeu"
45.7883085751847 14.1857047259849 "primorsko" "xqnqcf"
45.6111820037954 14.5090450010083 "primorsko" "ymepxl"
45.6876262686377 14.4045758308618 "primorsko" "aghpvt"
45.5635191518428 14.2925181861578 "primorsko" "muxxdk"
45.7959186676274 14.2110293612935 "primorsko" "hrnvjg"
45.6652368254423 14.2882428683622 "primorsko" "lkaiyw"
45.5672157010902 14.1134907413465 "primorsko" "gurmiw"
45.7146818928834 14.4618027856105 "primorsko" "egpueg"
45.4030142111143 14.1319870201466 "primorsko" "pykfnf"
45.8248138815158 14.1297621479578 "primorsko" "vmjtqw"
45.6911534216007 14.2530630036415 "primorsko" "iyujqz"
45.6142262024386 14.2400682940721 "primorsko" "irfgqb"
45.5902891714045 14.1151582961755 "primorsko" "edzljo"
45.6911323487958 13.8546435500026 "primorsko" "qldfam"
45.7007401675511 14.2579212366516 "primorsko" "ohczqv"
45.6295811190257 13.8949099686278 "primorsko" "agtyyo"
45.8164657059421 14.0321518715586 "primorsko" "pljzwl"
45.6133301993485 14.136666750941 "primorsko" "zvuiqd"
45.713044550658 14.1676824885044 "primorsko" "lygmuk"
45.6853913674949 14.4108666804974 "primorsko" "jbohaw"
45.7495643808734 13.705543439303 "primorsko" "scbqtp"
45.9541738753935 14.3690420817049 "primorsko" "bmcexr"
45.8596343463773 14.2240263537674 "primorsko" "skmcph"
45.7372358329236 14.3627318664711 "primorsko" "svmcqv"
45.6523726314533 14.1643778614246 "primorsko" "fzplpc"
45.6139299250142 14.6519709821367 "primorsko" "vivrps"
45.6890131071937 14.1739598421374 "primorsko" "ixhaie"
45.6972801945193 14.1876114542911 "primorsko" "geblbc"
45.6603513055195 14.4640941074726 "primorsko" "vgcplw"
45.7430580722947 14.3592825646399 "primorsko" "gakigt"
45.7749634187913 14.1003391955725 "primorsko" "cbpxqq"
45.8860084294232 14.2307833036972 "primorsko" "jpkeip"
45.5801368325513 14.4443152776777 "primorsko" "faphln"
45.6034375034575 14.364743028545 "primorsko" "csqrxq"
45.6932782310097 14.1483426605928 "primorsko" "jcbmkx"
45.5326592284203 14.056006218729 "primorsko" "uamdft"
45.6279423854427 14.0983624021048 "primorsko" "zhbraa"
45.6807501596385 14.1861234681261 "primorsko" "xwqlin"
45.7871374277934 13.9120457870855 "primorsko" "ueitea"
45.6629453870774 14.1968272895461 "primorsko" "fprfbk"
45.8105994172584 14.1950664297167 "primorsko" "bzckvq"
45.5793981815652 14.5535098275047 "primorsko" "gfamlc"
45.7048259359475 14.1159808420725 "primorsko" "syjewv"
45.7749645726654 14.1058432840687 "primorsko" "zvronm"
45.7461273885761 13.9258845738596 "primorsko" "dxaqbw"
45.5386151002278 14.6193701814527 "primorsko" "jepipi"
45.671043549215 14.2074284109731 "primorsko" "sbbcpu"
45.8198872104285 14.3026693954669 "primorsko" "wobrzt"
45.6077779508978 14.1852949776847 "primorsko" "xpscej"
45.7928634486747 14.1244362361012 "primorsko" "bwfwcs"
45.6631690480385 14.3660754616755 "primorsko" "pizozy"
45.6156145496753 14.4264068711929 "primorsko" "joxdpn"
45.7924540229669 13.9929769989903 "primorsko" "zhpfqn"
45.6059204408015 13.9965730139142 "primorsko" "gtdcth"
45.6837992615627 14.0548895091227 "primorsko" "qjnmmm"
45.6333114626377 14.4474986037351 "primorsko" "eicypp"
45.6740649098377 13.9786396017799 "primorsko" "xzevoj"
45.7750197113012 14.201480224347 "primorsko" "ejnlkd"
45.7915206334834 14.0405694531246 "primorsko" "amegyi"
45.8813739256355 14.3834545042959 "primorsko" "aqzrcy"
45.7116238759584 14.3696087977437 "primorsko" "dmlyys"
45.8365508051383 13.921649688784 "primorsko" "ypybvn"
45.518485138654 14.1445885691899 "primorsko" "uvexsy"
45.9372268387078 14.2482186817087 "primorsko" "shavep"
45.8892380270261 14.3502028662144 "primorsko" "bqtjun"
45.6443732078625 14.3849262654643 "primorsko" "efwjru"
45.7369129521509 14.4552580050475 "primorsko" "ixsnhf"
45.6078180899688 14.2258462723644 "primorsko" "vezapt"
45.8871536233997 14.0684755054927 "primorsko" "weobfx"
45.6982988991757 14.2729457654713 "primorsko" "shbiij"
45.9031983289267 14.5807982754698 "primorsko" "cyflfy"
45.8167980043323 14.3134969282987 "primorsko" "axmdkq"
45.6812725557409 14.3466915359622 "primorsko" "dbxisl"
45.7411187353382 14.2735264443165 "primorsko" "suwiua"
45.6806049511758 14.4241217246645 "primorsko" "oitojz"
45.6228907902237 14.0910766072912 "primorsko" "ywyzbj"
45.7057516442948 14.2073727581752 "primorsko" "zmubqk"
45.7381034082364 14.2616396027925 "primorsko" "qayrdd"
45.603339362204 14.462568201478 "primorsko" "iktjfj"
45.7055168690704 14.3859809615258 "primorsko" "rmxhcy"
45.6894116701012 14.1332193672868 "primorsko" "tfqbmz"
45.5989764391545 14.2872915651763 "primorsko" "umeejv"
45.8070124908717 13.9225850960292 "primorsko" "fykxxq"
45.6487980009084 13.9901024397377 "primorsko" "vahmhe"
45.52162548732 14.3229546878578 "primorsko" "ceyfmc"
45.769608202285 14.5493162056166 "primorsko" "batqsy"
45.7250994908472 14.1686097693499 "primorsko" "zrqjty"
45.7274711635027 14.4428554116296 "primorsko" "gqelez"
45.7055926509381 13.9570931921443 "primorsko" "iecxmy"
45.8506888905582 14.2285373980863 "primorsko" "oyjoii"
45.8239623621359 13.9194339820125 "primorsko" "acrmsf"
45.6520444358417 14.0928152656407 "primorsko" "zszqmz"
45.7258456996428 14.4419740949434 "primorsko" "takuzr"
45.8292067076911 14.2827484459583 "primorsko" "jvemjw"
45.6329823395721 14.3461899594507 "primorsko" "zvrewk"
45.4985358955528 14.1586486028607 "primorsko" "mnymsj"
45.8019904349281 14.428530716134 "primorsko" "akqibn"
45.6927544476318 14.4105610218633 "primorsko" "exojke"
45.7694786196054 14.0826584138815 "primorsko" "bcbhrh"
45.7912357682494 14.3318407950456 "primorsko" "mbvkij"
45.5719538589158 14.3166032799458 "primorsko" "papite"
45.7231876830449 13.879388373198 "primorsko" "mbxfjw"
45.7572643985738 14.4367624369128 "primorsko" "dqdism"
45.6997836494629 14.4683353617402 "primorsko" "iipcfq"
45.5552196375659 14.3140137608339 "primorsko" "ckqbxz"
45.7057893746575 14.6142465236815 "primorsko" "syjvdb"
45.6534215825601 14.0123899606564 "primorsko" "kxkyiw"
45.6560685743688 14.1913440896915 "primorsko" "yatahq"
45.6236911901501 14.5691548091758 "primorsko" "xekyhh"
45.7213831522795 14.699523650394 "primorsko" "ymmone"
45.7857814466196 13.9808915190274 "primorsko" "ytzxgk"
45.5777491117285 14.3002900764082 "primorsko" "kscatn"
45.6033984638039 14.2393583698058 "primorsko" "zycwwd"
45.6922194035937 14.2127971652235 "primorsko" "azdjkn"
45.5600319683645 14.0608706988116 "primorsko" "jwuhur"
45.6514060096627 14.1209781933215 "primorsko" "jdhsiv"
45.5866791412823 14.0710707676788 "primorsko" "xdmusr"
45.5307515374908 14.0606516317372 "primorsko" "maolkk"
45.816609403237 14.3060914127978 "primorsko" "proosz"
45.7490995278463 14.0800587205869 "primorsko" "glkddx"
45.8026054572491 13.9177899323993 "primorsko" "towbij"
45.6396344057665 14.3029701751383 "primorsko" "nqxjcp"
45.7490744426768 14.5515331965933 "primorsko" "vwezaa"
45.678186649301 14.239254310045 "primorsko" "jbocqd"
45.7784216775616 14.0703228683124 "primorsko" "dosapi"
45.6523957348683 14.4267158691424 "primorsko" "wgeqpb"
45.6834499035675 14.4697217340562 "primorsko" "ejapyr"
45.5903334903921 14.2893475562983 "primorsko" "rvaoff"
45.6864091082248 14.2592125129083 "primorsko" "mxpmxg"
45.5844645929617 14.1445531331186 "primorsko" "yxihga"
45.6582558114335 14.0519834809431 "primorsko" "tbvskp"
45.8163339871162 14.1540438649023 "primorsko" "wqqjly"
45.4757812843412 14.3239125652438 "primorsko" "wofmib"
45.5801602495409 14.3585456207255 "primorsko" "ixdtdu"
45.7606949004866 13.7146409614997 "primorsko" "ojbclk"
45.5913079203478 14.4936786523035 "primorsko" "jvhkzl"
45.6145574676982 14.2479911586632 "primorsko" "wbkolf"
45.5159921224067 13.9303217260782 "primorsko" "dtxdhv"
45.658839656496 14.3007048584675 "primorsko" "ikbenu"
45.7428303054089 14.623234538605 "primorsko" "ofydat"
45.8376949072598 14.2486660860499 "primorsko" "cmcpkg"
45.6195984138011 14.6190309790699 "primorsko" "kdlacs"
45.8645207463149 14.3620287871595 "primorsko" "qvvtbj"
45.8142869306673 14.2282629394116 "primorsko" "webiez"
45.6804541858672 14.439350346275 "primorsko" "xwgire"
45.732979625492 14.2051575240844 "primorsko" "hprhhf"
45.5589181533245 14.4186364365129 "primorsko" "baywhp"
45.6930334482845 14.4772333846181 "primorsko" "ysteby"
45.9966076426207 14.2388983755985 "primorsko" "zrbozl"
45.8496788545944 14.2337610232287 "primorsko" "wrflof"
45.7096572035657 14.1580185236349 "primorsko" "ryhlrq"
45.722691587489 14.1746785094113 "primorsko" "csxcni"
45.7785637263787 14.256537871515 "primorsko" "ovfcui"
45.8704144282784 14.1071422253791 "primorsko" "lfambs"
45.8522774387348 14.3490864054565 "primorsko" "qlyvpu"
45.5855059113464 14.6330934203995 "primorsko" "jetgdd"
45.5665064362369 14.2491796107133 "primorsko" "wjyqvr"
45.7475993336632 14.2187420606489 "primorsko" "ufwsdg"
45.8740475537775 14.2358252658109 "primorsko" "otymyr"
45.6524825150794 14.3368358697435 "primorsko" "vpewzf"
45.8779420050686 14.7681319231313 "primorsko" "zfedcg"
45.7875195736107 14.1238161260493 "primorsko" "tbeqac"
45.7219326988236 14.1830364358625 "primorsko" "oixdvx"
45.7637480584486 13.9842481712617 "primorsko" "jexkob"
45.7059901239938 14.2426094559202 "primorsko" "pupbca"
45.5999643847205 14.3338534236959 "primorsko" "baypwj"
45.8164834295222 13.942693131273 "primorsko" "xmgdid"
45.9269623686875 13.9156366514583 "primorsko" "nljvig"
45.649655402774 14.0451722195579 "primorsko" "ihptno"
45.8890848209365 13.7114606745682 "primorsko" "xipiod"
45.7941247957115 14.1452930906121 "primorsko" "elgqog"
45.7230414504441 14.1523673905062 "primorsko" "lcpjgp"
45.6054003859061 14.2058054842547 "primorsko" "uzcgik"
45.9444772499357 14.1306001485465 "primorsko" "revwfo"
45.7821097627796 14.4820819340193 "primorsko" "iyrlut"
45.675391560096 13.9999105266768 "primorsko" "wbdkrz"
45.6515768498598 14.2623806532944 "primorsko" "rimcmb"
45.7912335890555 14.4025307273579 "primorsko" "dplcbe"
45.7762306235007 14.2127309278049 "primorsko" "wogosh"
45.6917306313228 14.0046390853854 "primorsko" "fsanyg"
45.6259018828115 14.2618853996371 "primorsko" "awsbrb"
45.7452247677421 14.2578682142078 "primorsko" "gzxflu"
45.7624902316773 14.1888644212649 "primorsko" "hwisgb"
45.7421692124541 14.3669887915133 "primorsko" "pflpcc"
45.8306253835046 13.9559882780069 "primorsko" "rakztk"
45.5985748175938 14.2667263905845 "primorsko" "ygajuz"
45.7012291040567 13.9180824289085 "primorsko" "fgyjrp"
45.6827482947942 14.36082922238 "primorsko" "ladaol"
45.6941698978657 14.3367722347705 "primorsko" "cjkrjz"
45.7694519679555 13.8482503457308 "primorsko" "iyhkgg"
45.8275389771262 14.3728425466894 "primorsko" "gimlzd"
45.6844935477229 14.0542766438389 "primorsko" "xedhaq"
45.8311384931542 14.1990662681236 "primorsko" "ivfndq"
45.7926647516205 14.1861255920361 "primorsko" "zemdho"
45.6697500521814 14.0456101249382 "primorsko" "rtrxug"
45.7766841990167 14.2406942046392 "primorsko" "fpcjnv"
45.5870418339993 14.2590377104475 "primorsko" "dwdosf"
45.6873508820777 14.0587995266783 "primorsko" "hpvxoj"
45.5580914116344 13.9403039481271 "primorsko" "clikiv"
45.7386553168044 14.2408386281947 "primorsko" "nagcmt"
45.8389470475144 14.2537492326804 "primorsko" "qflrfs"
45.8211642174374 14.357102384184 "primorsko" "plwrja"
45.5667842619909 14.3984160932692 "primorsko" "dcypiz"
45.7678036879931 14.5536743244387 "primorsko" "vwmrxq"
45.6859633814017 14.4002633393969 "primorsko" "gjmajs"
45.5774096033266 14.3546000111166 "primorsko" "nvlnhi"
45.6091571000482 14.4219298546861 "primorsko" "szzthh"
45.8282297371325 14.3083807170063 "primorsko" "jvnkzm"
45.9025095533873 14.1383528883666 "primorsko" "ncyoxu"
45.8933597704786 14.0859234810797 "primorsko" "krgjgr"
45.6592569176209 14.4763773821758 "primorsko" "mjqach"
45.6818501116639 14.0252826244508 "primorsko" "aizkmv"
45.891423225603 14.1391412148993 "primorsko" "cjavzy"
45.5826263699012 14.438433354971 "primorsko" "gogtrl"
45.6489658680964 13.8319440621859 "primorsko" "sdbark"
45.7810591347934 14.3224404722605 "primorsko" "krktha"
45.7541399454286 14.0000043797588 "primorsko" "vhzxyg"
45.7748128612163 14.3303222984792 "primorsko" "eqxgsp"
45.6934801290927 14.2902279510977 "primorsko" "hcuqni"
45.6148786267139 14.3966749788826 "primorsko" "mneotl"
45.5412479167995 14.3243018403914 "primorsko" "wyqtpr"
45.6837689266831 13.9370927477706 "primorsko" "elejgq"
45.7371179007489 14.2134647656076 "primorsko" "wvymkf"
45.8081947880823 14.4333601198042 "primorsko" "ijvmic"
45.7516378269151 14.2109661340025 "primorsko" "ceownr"
45.6024284701791 14.0063708825973 "primorsko" "jeqdfe"
45.7812780954002 14.2244618887778 "primorsko" "nqzpie"
45.6919788689626 13.9695701342583 "primorsko" "ztthgb"
